team_id,name,short_name,abbreviation,nickname,mascot,color,alternate_color,logo,conference_id,location,venue_id,venue_name
238,Vanderbilt Commodores,Vanderbilt,VAN,,Commodores,000000,231f20,https://a.espncdn.com/i/teamlogos/ncaa/500/238.png,8.0,Vanderbilt,3973.0,
222,Villanova Wildcats,Villanova,VILL,Villanova,Wildcats,00205b,13b5ea,,,Villanova,,
258,Virginia Cavaliers,Virginia,UVA,,Cavaliers,232d4b,f84c1e,https://a.espncdn.com/i/teamlogos/ncaa/500/258.png,1.0,Virginia,3923.0,
259,Virginia Tech Hokies,Virginia Tech,VT,,Hokies,630031,cf4520,https://a.espncdn.com/i/teamlogos/ncaa/500/259.png,1.0,Virginia Tech,3799.0,
89,Wabash College Little Giants,Wabash,WAB,Wabash,Little Giants,000000,,,,Wabash College,,
154,Wake Forest Demon Deacons,Wake Forest,WAKE,,Demon Deacons,000000,ceb888,https://a.espncdn.com/i/teamlogos/ncaa/500/154.png,1.0,Wake Forest,3630.0,
264,Washington Huskies,Washington,WASH,,Huskies,33006f,e8d3a2,https://a.espncdn.com/i/teamlogos/ncaa/500/264.png,5.0,Washington,3765.0,
265,Washington State Cougars,Washington St,WSU,,Cougars,981e32,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/265.png,9.0,Washington State,3820.0,
143,Washington University (St. Louis) Bears,Wash St Louis,WSTL,Wash St Louis,Bears,000000,,,,Washington University (St. Louis),,
131,Wayne State (MI) Warriors,Wayne State MI,WAY,Wayne State MI,Warriors,000000,,,,Wayne State (MI),,
223,West Chester Golden Rams,W Chester,WES,W Chester,Golden Rams,000000,,,,West Chester,,
277,West Virginia Mountaineers,West Virginia,WVU,,Mountaineers,002855,eaaa00,https://a.espncdn.com/i/teamlogos/ncaa/500/277.png,4.0,West Virginia,3842.0,
98,Western Kentucky Hilltoppers,Western KY,WKU,,Hilltoppers,F32026,b3b5b8,https://a.espncdn.com/i/teamlogos/ncaa/500/98.png,12.0,Western Kentucky,3796.0,
275,Wisconsin Badgers,Wisconsin,WIS,,Badgers,c4012f,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/275.png,5.0,Wisconsin,347.0,
271,Wisconsin-Oshkosh Titans,Wis Osh,WISO,Wis Osh,Titans,000000,,,,Wisconsin-Oshkosh,,
272,Wisconsin-Platteville Pioneers,Wis Platte,WIPL,Wis Platte,Pioneers,000000,,,,Wisconsin-Platteville,,
43,Yale Bulldogs,Yale,YALE,Yale,Bulldogs,004a81,286dc0,,,Yale,,
2306,Kansas State Wildcats,Kansas St,KSU,,Wildcats,3c0969,e2e3e4,https://a.espncdn.com/i/teamlogos/ncaa/500/2306.png,4.0,Kansas State,3636.0,
2439,UNLV Rebels,UNLV,UNLV,,Rebels,b10202,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2439.png,17.0,UNLV,3914.0,
2305,Kansas Jayhawks,Kansas,KU,,Jayhawks,0051ba,e8000d,https://a.espncdn.com/i/teamlogos/ncaa/500/2305.png,4.0,Kansas,3833.0,
2534,Sam Houston Bearkats,Sam Houston,SHSU,,Bearkats,fe5000,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2534.png,12.0,Sam Houston,3647.0,
322,Lafayette Leopards,Lafayette,LAF,,Leopards,790000,a59474,https://a.espncdn.com/i/teamlogos/ncaa/500/322.png,27.0,Lafayette,3721.0,
2116,UCF Knights,UCF,UCF,,Knights,000000,b4a269,https://a.espncdn.com/i/teamlogos/ncaa/500/2116.png,4.0,UCF,3652.0,
2169,Delaware State Hornets,Delaware St,DSU,,Hornets,FF3630,009cdd,https://a.espncdn.com/i/teamlogos/ncaa/500/2169.png,24.0,Delaware State,3613.0,
2433,UL Monroe Warhawks,UL Monroe,ULM,,Warhawks,231F20,b18445,https://a.espncdn.com/i/teamlogos/ncaa/500/2433.png,37.0,UL Monroe,3817.0,
2598,Saint Francis Red Flash,Saint Francis,SFPA,,Red Flash,a20012,,https://a.espncdn.com/i/teamlogos/ncaa/500/2598.png,25.0,Saint Francis,3694.0,
2006,Akron Zips,Akron,AKR,,Zips,00285e,84754e,https://a.espncdn.com/i/teamlogos/ncaa/500/2006.png,15.0,Akron,3768.0,
2751,Wyoming Cowboys,Wyoming,WYO,,Cowboys,492f24,ffc425,https://a.espncdn.com/i/teamlogos/ncaa/500/2751.png,17.0,Wyoming,3984.0,
2110,Central Arkansas Bears,C Arkansas,CARK,,Bears,a7a9ac,8e959a,https://a.espncdn.com/i/teamlogos/ncaa/500/2110.png,177.0,Central Arkansas,3711.0,
2210,Elon Phoenix,Elon,ELON,,Phoenix,020303,b59a57,https://a.espncdn.com/i/teamlogos/ncaa/500/2210.png,48.0,Elon,3894.0,
2630,UT Martin Skyhawks,UT Martin,UTM,,Skyhawks,FF6700,102a5c,https://a.espncdn.com/i/teamlogos/ncaa/500/2630.png,179.0,UT Martin,3748.0,
2084,Buffalo Bulls,Buffalo,BUFF,,Bulls,041A9B,ebebeb,https://a.espncdn.com/i/teamlogos/ncaa/500/2084.png,15.0,Buffalo,3965.0,
2617,Stephen F. Austin Lumberjacks,SF Austin,SFA,,Lumberjacks,393996,bec0c2,https://a.espncdn.com/i/teamlogos/ncaa/500/2617.png,30.0,Stephen F. Austin,3756.0,
2011,Alabama State Hornets,Alabama St,ALST,,Hornets,e9a900,0a0a0a,https://a.espncdn.com/i/teamlogos/ncaa/500/2011.png,31.0,Alabama State,3689.0,
2132,Cincinnati Bearcats,Cincinnati,CIN,,Bearcats,000000,717073,https://a.espncdn.com/i/teamlogos/ncaa/500/2132.png,4.0,Cincinnati,3854.0,
2619,Stony Brook Seawolves,Stony Brook,STBK,,Seawolves,990000,,https://a.espncdn.com/i/teamlogos/ncaa/500/2619.png,48.0,Stony Brook,3788.0,
349,Army Black Knights,Army,ARMY,,Black Knights,ce9c00,231f20,https://a.espncdn.com/i/teamlogos/ncaa/500/349.png,151.0,Army,3841.0,
2627,Tarleton State Texans,Tarleton St,TAR,,Texans,000000,,https://a.espncdn.com/i/teamlogos/ncaa/500/2627.png,177.0,Tarleton State,3827.0,
2711,Western Michigan Broncos,W Michigan,WMU,,Broncos,532e1f,8b7f79,https://a.espncdn.com/i/teamlogos/ncaa/500/2711.png,15.0,Western Michigan,3980.0,
338,Kennesaw State Owls,Kennesaw St,KENN,,Owls,fdbb30,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/338.png,12.0,Kennesaw State,4899.0,
2429,Charlotte 49ers,Charlotte,CLT,,49ers,ffffff,cfab7a,https://a.espncdn.com/i/teamlogos/ncaa/500/2429.png,151.0,Charlotte,4418.0,
2026,App State Mountaineers,App State,APP,,Mountaineers,000000,ffcd00,https://a.espncdn.com/i/teamlogos/ncaa/500/2026.png,37.0,App State,3792.0,
2229,Florida International Panthers,FIU,FIU,,Panthers,001538,c5960c,https://a.espncdn.com/i/teamlogos/ncaa/500/2229.png,12.0,Florida International,218.0,
2065,Bethune-Cookman Wildcats,Bethune,BCU,,Wildcats,7b1831,e9aa12,https://a.espncdn.com/i/teamlogos/ncaa/500/2065.png,31.0,Bethune-Cookman,3850.0,
356,Illinois Fighting Illini,Illinois,ILL,,Fighting Illini,ff5f05,13294b,https://a.espncdn.com/i/teamlogos/ncaa/500/356.png,5.0,Illinois,3597.0,
2710,Western Illinois Leathernecks,W Illinois,WIU,,Leathernecks,4e1e8a,ffc90a,https://a.espncdn.com/i/teamlogos/ncaa/500/2710.png,179.0,Western Illinois,3746.0,
2681,Wagner Seahawks,Wagner,WAG,,Seahawks,00483A,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2681.png,25.0,Wagner,3979.0,
2117,Central Michigan Chippewas,C Michigan,CMU,,Chippewas,6a0032,ffc82e,https://a.espncdn.com/i/teamlogos/ncaa/500/2117.png,15.0,Central Michigan,3786.0,
2633,Tennessee Volunteers,Tennessee,TENN,,Volunteers,ff8200,58595b,https://a.espncdn.com/i/teamlogos/ncaa/500/2633.png,8.0,Tennessee,3853.0,
2572,Southern Miss Golden Eagles,Southern Miss,USM,,Golden Eagles,FFAA3C,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/2572.png,37.0,Southern Miss,3815.0,
344,Mississippi State Bulldogs,Mississippi St,MSST,,Bulldogs,5d1725,c1c6c8,https://a.espncdn.com/i/teamlogos/ncaa/500/344.png,8.0,Mississippi State,3693.0,
2226,Florida Atlantic Owls,FAU,FAU,,Owls,00447c,d31245,https://a.espncdn.com/i/teamlogos/ncaa/500/2226.png,151.0,Florida Atlantic,3715.0,
2509,Purdue Boilermakers,Purdue,PUR,,Boilermakers,000000,cfb991,https://a.espncdn.com/i/teamlogos/ncaa/500/2509.png,5.0,Purdue,3907.0,
2050,Ball State Cardinals,Ball State,BALL,,Cardinals,DA0000,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2050.png,15.0,Ball State,3919.0,
2655,Tulane Green Wave,Tulane,TULN,,Green Wave,006547,468ac9,https://a.espncdn.com/i/teamlogos/ncaa/500/2655.png,151.0,Tulane,4729.0,
2184,Duquesne Dukes,Duquesne,DUQ,,Dukes,002D62,b90b2e,https://a.espncdn.com/i/teamlogos/ncaa/500/2184.png,25.0,Duquesne,3623.0,
2426,Navy Midshipmen,Navy,NAVY,,Midshipmen,00225b,b5a67c,https://a.espncdn.com/i/teamlogos/ncaa/500/2426.png,151.0,Navy,3852.0,
2678,VMI Keydets,VMI,VMI,,Keydets,ae122a,ffd619,https://a.espncdn.com/i/teamlogos/ncaa/500/2678.png,29.0,VMI,3597.0,
2309,Kent State Golden Flashes,Kent State,KENT,,Golden Flashes,003976,efab00,https://a.espncdn.com/i/teamlogos/ncaa/500/2309.png,15.0,Kent State,3696.0,
2771,Merrimack Warriors,Merrimack,MRMK,,Warriors,000000,,https://a.espncdn.com/i/teamlogos/ncaa/500/2771.png,32.0,Merrimack,6048.0,
2649,Toledo Rockets,Toledo,TOL,,Rockets,0a2240,ffcd00,https://a.espncdn.com/i/teamlogos/ncaa/500/2649.png,15.0,Toledo,3739.0,
2230,Fordham Rams,Fordham,FOR,,Rams,830032,909090,https://a.espncdn.com/i/teamlogos/ncaa/500/2230.png,27.0,Fordham,150.0,
2523,Robert Morris Colonials,Robert Morris,RMU,,Colonials,00214D,a21d2b,https://a.espncdn.com/i/teamlogos/ncaa/500/2523.png,25.0,Robert Morris,3777.0,
2115,Central Connecticut Blue Devils,C Connecticut,CCSU,,Blue Devils,1B49A2,d1d5d8,https://a.espncdn.com/i/teamlogos/ncaa/500/2115.png,25.0,Central Connecticut,3624.0,
2198,Eastern Kentucky Colonels,E Kentucky,EKU,,Colonels,660819,f0f0f0,https://a.espncdn.com/i/teamlogos/ncaa/500/2198.png,177.0,Eastern Kentucky,3908.0,
2440,Nevada Wolf Pack,Nevada,NEV,,Wolf Pack,002d62,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2440.png,17.0,Nevada,3816.0,
333,Alabama Crimson Tide,Alabama,ALA,,Crimson Tide,9e1632,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/333.png,8.0,Alabama,3657.0,
2005,Air Force Falcons,Air Force,AFA,,Falcons,004a7b,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2005.png,17.0,Air Force,3713.0,
2083,Bucknell Bison,Bucknell,BUCK,,Bison,000060,00316e,https://a.espncdn.com/i/teamlogos/ncaa/500/2083.png,27.0,Bucknell,3676.0,
2459,Northern Illinois Huskies,N Illinois,NIU,,Huskies,F1122C,cc0000,https://a.espncdn.com/i/teamlogos/ncaa/500/2459.png,15.0,Northern Illinois,3764.0,
2483,Oregon Ducks,Oregon,ORE,,Ducks,007030,fee11a,https://a.espncdn.com/i/teamlogos/ncaa/500/2483.png,5.0,Oregon,3626.0,
2335,Liberty Flames,Liberty,LIB,,Flames,071740,a61f21,https://a.espncdn.com/i/teamlogos/ncaa/500/2335.png,12.0,Liberty,3992.0,
311,Maine Black Bears,Maine,ME,,Black Bears,127dbe,,https://a.espncdn.com/i/teamlogos/ncaa/500/311.png,48.0,Maine,3607.0,
2010,Alabama A&M Bulldogs,Alabama A&M,AAMU,,Bulldogs,790000,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2010.png,31.0,Alabama A&M,3809.0,
2287,Illinois State Redbirds,Illinois St,ILST,,Redbirds,CE1126,ffe716,https://a.espncdn.com/i/teamlogos/ncaa/500/2287.png,21.0,Illinois State,3744.0,
2294,Iowa Hawkeyes,Iowa,IOWA,,Hawkeyes,000000,fcd116,https://a.espncdn.com/i/teamlogos/ncaa/500/2294.png,5.0,Iowa,3793.0,
399,UAlbany Great Danes,UAlbany,ALB,,Great Danes,3D2777,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/399.png,48.0,UAlbany,3969.0,
324,Coastal Carolina Chanticleers,Coastal,CCU,,Chanticleers,007073,876447,https://a.espncdn.com/i/teamlogos/ncaa/500/324.png,37.0,Coastal Carolina,3654.0,
2692,Weber State Wildcats,Weber St,WEB,,Wildcats,18005a,ebebeb,https://a.espncdn.com/i/teamlogos/ncaa/500/2692.png,20.0,Weber State,3942.0,
2341,Long Island University Sharks,Long Island,LIU,,Sharks,,,https://a.espncdn.com/i/teamlogos/ncaa/500/2341.png,25.0,Long Island University,6043.0,
2636,UTSA Roadrunners,UTSA,UTSA,,Roadrunners,002A5C,f47321,https://a.espncdn.com/i/teamlogos/ncaa/500/2636.png,151.0,UTSA,3604.0,
2127,Charleston Southern Buccaneers,Charleston So,CHSO,,Buccaneers,2e3192,ded090,https://a.espncdn.com/i/teamlogos/ncaa/500/2127.png,179.0,Charleston Southern,3658.0,
2393,Middle Tennessee Blue Raiders,MTSU,MTSU,,Blue Raiders,006db6,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2393.png,12.0,Middle Tennessee,3725.0,
2046,Austin Peay Governors,Austin Peay,APSU,,Governors,8e0b0b,,https://a.espncdn.com/i/teamlogos/ncaa/500/2046.png,177.0,Austin Peay,3742.0,
2453,North Alabama Lions,North Alabama,UNA,,Lions,000000,,https://a.espncdn.com/i/teamlogos/ncaa/500/2453.png,177.0,North Alabama,4133.0,
2032,Arkansas State Red Wolves,Arkansas St,ARST,,Red Wolves,e81018,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2032.png,37.0,Arkansas State,3625.0,
2546,Southeast Missouri State Redhawks,SE Missouri,SEMO,,Redhawks,c8102e,000000,https://a.espncdn.com/i/teamlogos/ncaa/500/2546.png,179.0,Southeast Missouri State,3758.0,
2415,Morgan State Bears,Morgan St,MORG,,Bears,014786,f47937,https://a.espncdn.com/i/teamlogos/ncaa/500/2415.png,24.0,Morgan State,3762.0,
2653,Troy Trojans,Troy,TROY,,Trojans,AE0210,88898c,https://a.espncdn.com/i/teamlogos/ncaa/500/2653.png,37.0,Troy,3975.0,
2447,Nicholls Colonels,Nicholls,NICH,,Colonels,C41230,f0f0f0,https://a.espncdn.com/i/teamlogos/ncaa/500/2447.png,30.0,Nicholls,3779.0,
2641,Texas Tech Red Raiders,Texas Tech,TTU,,Red Raiders,000000,da291c,https://a.espncdn.com/i/teamlogos/ncaa/500/2641.png,4.0,Texas Tech,3784.0,
2029,Arkansas-Pine Bluff Golden Lions,AR-Pine Bluff,UAPB,,Golden Lions,e0aa0f,eaaa00,https://a.espncdn.com/i/teamlogos/ncaa/500/2029.png,31.0,Arkansas-Pine Bluff,3740.0,
2623,Missouri State Bears,Missouri St,MOST,,Bears,5F0000,e8e8e8,https://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,12.0,Missouri State,3878.0,
2348,Louisiana Tech Bulldogs,Louisiana Tech,LT,,Bulldogs,002d65,d3313a,https://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,12.0,Louisiana Tech,3776.0,
2545,SE Louisiana Lions,SE Louisiana,SELA,,Lions,215732,ffc72c,https://a.espncdn.com/i/teamlogos/ncaa/500/2545.png,30.0,SE Louisiana,3944.0,
328,Utah State Aggies,Utah State,USU,,Aggies,00263a,949ca1,https://a.espncdn.com/i/teamlogos/ncaa/500/328.png,17.0,Utah State,3905.0,
2638,UTEP Miners,UTEP,UTEP,,Miners,ff8200,041e42,https://a.espncdn.com/i/teamlogos/ncaa/500/2638.png,12.0,UTEP,3946.0,
2247,Georgia State Panthers,Georgia St,GAST,,Panthers,1e539a,ebebeb,https://a.espncdn.com/i/teamlogos/ncaa/500/2247.png,37.0,Georgia State,4246.0,
2502,Portland State Vikings,Portland St,PRST,,Vikings,00311e,ebebeb,https://a.espncdn.com/i/teamlogos/ncaa/500/2502.png,20.0,Portland State,4765.0,
326,Texas State Bobcats,Texas St,TXST,,Bobcats,4e1719,b4975a,https://a.espncdn.com/i/teamlogos/ncaa/500/326.png,37.0,Texas State,3644.0,
2199,Eastern Michigan Eagles,E Michigan,EMU,,Eagles,00331b,f0f0f0,https://a.espncdn.com/i/teamlogos/ncaa/500/2199.png,15.0,Eastern Michigan,3912.0,
2320,Lamar Cardinals,Lamar,LAM,,Cardinals,000000,ebebeb,https://a.espncdn.com/i/teamlogos/ncaa/500/2320.png,30.0,Lamar,3882.0,
2000,Abilene Christian Wildcats,Abilene Chrstn,ACU,,Wildcats,592d82,b1b3b3,https://a.espncdn.com/i/teamlogos/ncaa/500/2000.png,177.0,Abilene Christian,5440.0,
2567,SMU Mustangs,SMU,SMU,,Mustangs,354ca1,cc0035,https://a.espncdn.com/i/teamlogos/ncaa/500/2567.png,1.0,SMU,3735.0,
2837,East Texas A&M Lions,E Texas A&M,ETAM,,Lions,000000,,https://a.espncdn.com/i/teamlogos/ncaa/500/2837.png,30.0,East Texas A&M,4762.0,
2803,Bryant Bulldogs,Bryant,BRY,,Bulldogs,000000,9f8343,https://a.espncdn.com/i/teamlogos/ncaa/500/2803.png,48.0,Bryant,3661.0,
2464,Northern Arizona Lumberjacks,N Arizona,NAU,,Lumberjacks,003976,1b3069,https://a.espncdn.com/i/teamlogos/ncaa/500/2464.png,20.0,Northern Arizona,2023.0,
2579,South Carolina Gamecocks,South Carolina,SC,,Gamecocks,73000a,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/2579.png,8.0,South Carolina,3994.0,
2390,Miami Hurricanes,Miami,MIA,,Hurricanes,005030,f47321,https://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,1.0,Miami,3948.0,
2628,TCU Horned Frogs,TCU,TCU,,Horned Frogs,4d1979,f1f2f3,https://a.espncdn.com/i/teamlogos/ncaa/500/2628.png,4.0,TCU,3616.0,
333,Alabama Crimson Tide,Tide,ALA,Tide,Tide,000000,ffffff,,8.0,Alabama,,
61,Georgia Bulldogs,Bulldogs,UGA,Bulldogs,Bulldogs,000000,ffffff,,8.0,Georgia,,
57,Florida Gators,Gators,FLA,Gators,Gators,000000,ffffff,,8.0,Florida,,
2,Auburn Tigers,Tigers,AUB,Tigers,Tigers,000000,ffffff,,8.0,Auburn,,
99,LSU Tigers,Tigers,LSU,Tigers,Tigers,000000,ffffff,,8.0,LSU,,
142,Tennessee Volunteers,Volunteers,TENN,Volunteers,Volunteers,000000,ffffff,,8.0,Tennessee,,
194,Ohio State Buckeyes,Buckeyes,OSU,Buckeyes,Buckeyes,000000,ffffff,,5.0,Ohio,,
213,Penn State Nittany Lions,Lions,PSU,Lions,Lions,000000,ffffff,,5.0,Penn,,
275,Wisconsin Badgers,Badgers,WIS,Badgers,Badgers,000000,ffffff,,5.0,Wisconsin,,
251,Texas Longhorns,Longhorns,TEX,Longhorns,Longhorns,000000,ffffff,,4.0,Texas,,
201,Oklahoma Sooners,Sooners,OU,Sooners,Sooners,000000,ffffff,,4.0,Oklahoma,,
66,Iowa State Cyclones,Cyclones,ISU,Cyclones,Cyclones,000000,ffffff,,4.0,Iowa,,
52,Florida State Seminoles,Seminoles,FSU,Seminoles,Seminoles,000000,ffffff,,1.0,Florida,,
150,Clemson Tigers,Tigers,CLEM,Tigers,Tigers,000000,ffffff,,1.0,Clemson,,
120,Miami Hurricanes,Hurricanes,MIA,Hurricanes,Hurricanes,000000,ffffff,,1.0,Miami,,
30,USC Trojans,Trojans,USC,Trojans,Trojans,000000,ffffff,,9.0,USC,,
26,UCLA Bruins,Bruins,UCLA,Bruins,Bruins,000000,ffffff,,9.0,UCLA,,
24,Stanford Cardinal,Cardinal,STAN,Cardinal,Cardinal,000000,ffffff,,9.0,Stanford,,
12,Arizona Wildcats,Wildcats,ARIZ,Wildcats,Wildcats,000000,ffffff,,9.0,Arizona,,
7,Amherst Mammoths,Amherst,AMH,Amherst,Mammoths,3f1f69,ffffff,,,Amherst,,
15,Anna Maria College Amcats,Anna Maria,ANN,Anna Maria,Amcats,000000,,,,Anna Maria College,,
9,Arizona State Sun Devils,Arizona St,ASU,,Sun Devils,8e0c3a,ffc72c,https://a.espncdn.com/i/teamlogos/ncaa/500/9.png,4.0,Arizona State,3947.0,
12,Arizona Wildcats,Arizona,ARIZ,,Wildcats,0c234b,ab0520,https://a.espncdn.com/i/teamlogos/ncaa/500/12.png,4.0,Arizona,3619.0,
8,Arkansas Razorbacks,Arkansas,ARK,,Razorbacks,a41f35,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/8.png,8.0,Arkansas,3887.0,
308,Ashland Eagles,Ashland,ASH,Ashland,Eagles,000000,,,,Ashland,,
2,Auburn Tigers,Auburn,AUB,,Tigers,002b5c,f26522,https://a.espncdn.com/i/teamlogos/ncaa/500/2.png,8.0,Auburn,3785.0,
124,Augsburg Auggies,Augsburg,AUG,Augsburg,Auggies,74233d,a9a9aa,,,Augsburg,,
252,BYU Cougars,BYU,BYU,,Cougars,003da5,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/252.png,4.0,BYU,3801.0,
188,Baldwin Wallace Yellow Jackets,Bald Wallace,BAL,Bald Wallace,Yellow Jackets,000000,,,,Baldwin Wallace,,
121,Bates Bobcats,Bates,BAT,Bates,Bobcats,a51e36,b2b3b2,,,Bates,,
239,Baylor Bears,Baylor,BAY,,Bears,154734,ffb81c,https://a.espncdn.com/i/teamlogos/ncaa/500/239.png,4.0,Baylor,3724.0,
266,Beloit Buccaneers,Beloit,BEL,Beloit,Buccaneers,000000,,,,Beloit,,
132,Bemidji State Beavers,Bemidji St,BST,Bemidji St,Beavers,000000,,,,Bemidji State,,
68,Boise State Broncos,Boise St,BOIS,,Broncos,0033a0,fa4616,https://a.espncdn.com/i/teamlogos/ncaa/500/68.png,17.0,Boise State,3653.0,
103,Boston College Eagles,Boston College,BC,,Eagles,8c2232,dbcca6,https://a.espncdn.com/i/teamlogos/ncaa/500/103.png,1.0,Boston College,3615.0,
189,Bowling Green Falcons,Bowling Green,BGSU,,Falcons,2b1000,492000,https://a.espncdn.com/i/teamlogos/ncaa/500/189.png,15.0,Bowling Green,3700.0,
18,Bridgewater State Bears,Bridgewater St,BRST,Bridgewater St,Bears,bf2f38,000000,,,Bridgewater State,,
225,Brown Bears,Brown,BRWN,Brown,Bears,411e09,949300,,,Brown,,
63,Buena Vista Beavers,Buena Vista,BUENA,Buena Vista,Beavers,feba12,001440,,,Buena Vista,,
13,Cal Poly Mustangs,Cal Poly,CP,Cal Poly,Mustangs,1E4D2B,eed897,,,Cal Poly,,
25,California Golden Bears,California,CAL,,Golden Bears,031522,ffc423,https://a.espncdn.com/i/teamlogos/ncaa/500/25.png,1.0,California,3831.0,
32,Carroll University (WI) Pioneers,Carroll WI,CAR,Carroll WI,Pioneers,000000,,,,Carroll University (WI),,
293,Castleton Spartans,Castleton,CAS,Castleton,Spartans,000000,,,,Castleton,,
236,Chattanooga Mocs,Chattanooga,UTC,,Mocs,00386b,dca71d,https://a.espncdn.com/i/teamlogos/ncaa/500/236.png,29.0,Chattanooga,3720.0,
80,Chicago Maroons,Chicago,CHI,Chicago,Maroons,000000,,,,Chicago,,
17,Claremont-Mudd-Scripps College Stags,Claremont-M-S,CLA,Claremont-M-S,Stags,981a31,feba15,,,Claremont-Mudd-Scripps College,,
228,Clemson Tigers,Clemson,CLEM,,Tigers,f56600,522d80,https://a.espncdn.com/i/teamlogos/ncaa/500/228.png,1.0,Clemson,3836.0,
33,Colby College White Mules,Colby,COLBY,Colby,White Mules,012778,ffffff,,,Colby College,,
38,Colorado Buffaloes,Colorado,COLO,,Buffaloes,000000,cfb87c,https://a.espncdn.com/i/teamlogos/ncaa/500/38.png,4.0,Colorado,3726.0,
11,Colorado Mesa Mavericks,Colo Mesa,MESA,Colo Mesa,Mavericks,000000,,,,Colorado Mesa,,
36,Colorado State Rams,Colorado St,CSU,,Rams,1e4d2b,c8c372,https://a.espncdn.com/i/teamlogos/ncaa/500/36.png,17.0,Colorado State,3761.0,
171,Columbia Lions,Columbia,COLU,Columbia,Lions,174785,004b85,,,Columbia,,
172,Cornell Big Red,Cornell,COR,Cornell,Big Red,d60027,101010,,,Cornell,,
40,Curry College Colonels,Curry,CUR,Curry,Colonels,65448b,ffffff,,,Curry College,,
159,Dartmouth Big Green,Dartmouth,DART,Dartmouth,Big Green,005730,000000,,,Dartmouth,,
190,Defiance College Yellow Jackets,Defiance,DEF,Defiance,Yellow Jackets,4e2d8a,ded27c,,,Defiance College,,
48,Delaware Blue Hens,Delaware,DEL,,Blue Hens,033594,e8ce31,https://a.espncdn.com/i/teamlogos/ncaa/500/48.png,12.0,Delaware,3695.0,
83,Depauw Tigers,DePauw,DEP,DePauw,Tigers,000000,,,,Depauw,,
49,Dubuque Spartans,Dubuque,DUB,Dubuque,Spartans,000000,,,,Dubuque,,
150,Duke Blue Devils,Duke,DUKE,,Blue Devils,013088,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/150.png,1.0,Duke,3982.0,
151,East Carolina Pirates,East Carolina,ECU,,Pirates,4b1869,f0907b,https://a.espncdn.com/i/teamlogos/ncaa/500/151.png,151.0,East Carolina,3699.0,
72,Elmhurst Bluejays,Elmhurst,ELM,Elmhurst,Bluejays,000000,,,,Elmhurst,,
101,Eureka College Red Devils,Eureka,EUR,Eureka,Red Devils,960a2c,c09a05,,,Eureka College,,
114,Fitchburg State Falcons,Fitchburg,FITCH,Fitchburg,Falcons,024d36,fbbf16,,,Fitchburg State,,
50,Florida A&M Rattlers,Florida A&M,FAMU,Florida A&M,Rattlers,F89728,00843d,,,Florida A&M,,
57,Florida Gators,Florida,FLA,,Gators,0021a5,fa4616,https://a.espncdn.com/i/teamlogos/ncaa/500/57.png,8.0,Florida,3634.0,
52,Florida State Seminoles,Florida St,FSU,,Seminoles,782f40,ceb888,https://a.espncdn.com/i/teamlogos/ncaa/500/52.png,1.0,Florida State,3697.0,
278,Fresno State Bulldogs,Fresno St,FRES,,Bulldogs,c41230,13284c,https://a.espncdn.com/i/teamlogos/ncaa/500/278.png,17.0,Fresno State,3660.0,
231,Furman Paladins,Furman,FUR,Furman,Paladins,582c83,ffffff,,,Furman,,
46,Georgetown Hoyas,Georgetown,GTWN,Georgetown,Hoyas,110E42,001c58,,,Georgetown,,
61,Georgia Bulldogs,Georgia,UGA,,Bulldogs,ba0c2f,ffffff,https://a.espncdn.com/i/teamlogos/ncaa/500/61.png,8.0,Georgia,3917.0,
290,Georgia Southern Eagles,GA Southern,GASO,,Eagles,003775,f0f0f0,https://a.espncdn.com/i/teamlogos/ncaa/500/290.png,37.0,Georgia Southern,3608.0,
59,Georgia Tech Yellow Jackets,Georgia Tech,GT,,Yellow Jackets,003057,b3a369,https://a.espncdn.com/i/teamlogos/ncaa/500/59.png,1.0,Georgia Tech,721.0,
125,Grand Valley State University Lakers,Grand Vall,GVSU,Grand Vall,Lakers,000000,,,,Grand Valley State University,,
65,Grinnell Pioneers,Grinnell,GRI,Grinnell,Pioneers,000000,,,,Grinnell,,
